"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"j***0","京享值9288","star5","用了几天感觉很好","2017-11-08 11:07","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:34.7213891"
"健***店","京享值15666","star5","还可以，就是太贵","2017-11-07 10:59","0","0",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:34.8404697"
"卖了试卷换辣条","京享值43781","star5","是正品，第一次在京东买第三方的东西，发票后面补不过来了","2017-11-13 08:36","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:34.9585483"
"j***0","PLUS会员","star5","手机真的是美到不行！！！激活正常，使用三天目前所有正常！我只想说，我不怎么想再用我的7p了","2017-11-09 10:28","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.2270579"
"张***0","京享值34768","star5","是真品，很好，店家服务态度也好，下次还来！","2017-11-10 16:22","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.3261252"
"j***8","京享值10140","star5","发货快昨天买的今天就到了。翻新？不可能。数据线翻新？不存在的。相比其他加价加的一塌糊涂这个价格绝对合适。赞一个。","2017-11-08 14:28","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.4211872"
"韦***三","京享值23254","star5","多说无益，用过一段时间再来说。","2017-11-17 13:28","2","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.5212539"
"吴***哥","PLUS会员","star5","S8换成X,感觉都很好，三星用着不卡，苹果用着很滑溜各种滑，但总感觉苹果就是装X用的，用处真的不大，没有其他手机实在。还是弱弱的推荐?吧！","2017-11-14 09:25","1","3",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.6213205"
"L***9","PLUS会员","star5","星期天下午付款，今天收到。不错咯。当时买比较划算。有张京东强抵卷。开心开心。","2017-11-08 17:38","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.7253905"
"玛***心","PLUS会员[试用]","star5","正品没有拆封 担心了几天 怕被换过配件 其实都是多余的担心 东西没有任何拆封痕迹 无数个iphone购买经验 放心买 只是价格确实高低起伏....","2017-11-09 13:25","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.8374651"
"S***E","PLUS会员","star5","不错，挺快的！","2017-11-10 17:10","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:37.9525411"
"午后红茶ii","京享值24120","star5","没毛病","2017-11-07 23:46","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:38.0766244"
"丶***丶","PLUS会员","star5","很漂亮啊！拿到手也早，发货蛮快的！48小时就收到了！高兴?????","2017-11-07 23:01","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:38.1987057"
"l***7","PLUS会员","star5","速度就是快，昨天晚上下单今天早上就收到货了，触屏感觉比老款反应快很多，游戏也流畅无比，物有所值！","2017-11-04 14:02","4","10",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:40.8434672"
"渭***风","京享值9020","star5","刚打开。等晚上玩玩再说吧，很激动啊","2017-11-08 18:09","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:40.9495391"
"小***8","京享值21567","star4","手机刚收到，盒子是撞坏的，机子刚用没发现什么问题，面部解锁很快，送的配件太差。盒子的感觉有点差，像是配的","2017-11-09 13:27","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.0436011"
"F***8","PLUS会员[试用]","star5","物流速度快比我预计快了2天当天订的比较晚以为会第二天发货了结果当天就发货了。当时五点到当地附近配送点了以为不会配送了  。 下午6点钟就给我送过来了用了一天也没有出现市场反馈的OLED屏幕的问题等","2017-11-11 17:38","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.1386644"
"M***n","京享值12158","star5","时隔四天终于收到货了，是正品没毛病！说说赠品吧 全是鸡肋，拿手机了也就是几块钱的吧，钢化膜是缩水了么，还是水洗了啊。无线充电器吧买也就几十，虽然整体价格8688高出三百算是赠品价，好得你也像样点吧，整这幺蛾子","2017-11-07 14:33","0","3",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.2467377"
"t***u","京享值35727","star5","测试了一下午，各种新的解锁姿势，功能。更人性化。除了价格，符合期待！","2017-11-17 00:38","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.3498038"
"孙***江","PLUS会员","star5","iPhoneX买回来了，壳直接套上了，手机膜非常非常完美，送了个贴膜神器，膜非常好贴，不会贴的也很容易！","2017-11-05 15:29","2","4",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.4668830"
"h***9","京享值13670","star5","全新的正品可以放心购买了。记得把抬起唤醒屏幕关掉，不然真的是很耗电。。。。。。。。","2017-11-09 15:23","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.5849604"
"林***缘","PLUS会员","star5","看了好几家 也就他们不加价 有现货 东西没什么问题 就是用不惯","2017-11-06 11:24","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.7060423"
"A***_","京享值9567","star5","虽然快递有点慢 但是在这个众多黄牛炒价的时间段内 能买到这么便宜的iphonex真的很不容易！ 特别满意，看了评论也怕换配件什么的 客服也很有耐心给我解答 还送了手机壳啊膜啊什么的 一点也不比自营差啊～","2017-11-07 15:16","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:41.8541410"
"j***5","PLUS会员","star5","挺不错的，也没去店里查真假，我感觉京东卖的东西还是很有保证的","2017-11-12 00:32","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:44.4758858"
"****h","京享值7000","star5","价格公道，放心买吧 就是物流再快点就好了 用了一周了非常满意在刚出这款手机的时候买到了iPhone真的非常开心。事实证明这是个可靠的卖家。官网没抢到货不想等太长时间的朋友可以考虑这里。祝店家生意兴隆。","2017-11-15 16:03","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:44.5819578"
"_***_","PLUS会员","star5","无敌好用 无比顺畅 价格合理 发货极快 赠品贴心 五星好评","2017-11-18 13:15","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:44.6750191"
"j***5","京享值20947","star5","本来要等到11月底才能到，这家店存货多。经查是正品，特意隔了几天才来评价。配件不会查看，但跟之前买的iPad配件对比了下 是一样的。很满意！对了 还把发票给补了。不过发票只给开了手机 没详细写手机型号","2017-11-07 18:15","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:44.7710824"
"w***8","PLUS会员[试用]","star5","666666666666用的还可以 良心价买到","2017-11-13 22:32","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:44.8711491"
"金雄摄影","京享值17496","star5","用了两天再来评，其一:手机色彩靓丽，得益于oled屏，铃声清晰响亮，秒杀前几代机，通话质量极佳。其二：佳沪数码店值得信赖，讲信用，从下单到收货仅四天时间，在官网至少等一个月，这点给佳沪数码点赞?","2017-11-14 11:31","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:44.9832250"
"l***Y","PLUS会员","star5","不错不错 速度非常快，就是盒子有个角有点磨损，机器一样","2017-11-09 14:01","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:45.0922977"
"j***u","PLUS会员","star5","很满意！刚装好系统，太开心！物流配送也很快。","2017-11-05 17:21","1","1","[购买2天后追评]","我查过了！真的这下放心了！","https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:45.2103757"
"q***5","PLUS会员","star5","很好，全新的包装啊，没有什么磕碰的，配件也都是完好的，以前在官网买的7p跟这个配件一样的，操作流畅，一开始没有发票，后来联系客服也给及时补发了没有什么障碍了，还买了个手机壳。","2017-11-15 16:38","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:45.3294550"
"j***t","京享值21690","star5","因为了解到手机不能空运，发陆运，比平时慢了两天，收到后还是很满意，手机用了一天好觉不错，有点重，功能有些还要慢慢习惯。好评","2017-11-09 18:31","1","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:45.4635456"
"the-Secret","PLUS会员","star5","正品未激活，4号买的6号到，还不错 就是价格不稳定是真的，可以找差价，还是不错的，","2017-11-07 12:55","3","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:48.1873584"
"6***7","京享值14392","star5","第一次在京东上买手机，非常顺利快捷！手机是国行版的，放心了！谢谢大家！","2017-11-15 07:37","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:48.3004337"
"月***林","京享值18634","star5","正品国行，用着非常流畅，发货速度也是杠杠的，一天不到就到了，赞一个！","2017-11-08 15:27","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:48.3944970"
"青***盟","京享值12857","star5","整体感觉还行就是发货太慢了太慢了太慢了  重要的事情说三遍……","2017-11-08 19:08","1","3",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:48.4935630"
"F***I","PLUS会员","star5","快递到手，未激活新机，加上东券，价格绝对ok","2017-11-08 11:19","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:48.5926277"
"紫***丶","京享值25560","star5","正品,这是一次很满意的购物,快递时间有点久.但是还是值得的.手机配件都是新的,自己激活后没什么问题,还有保修卡,都很齐全,","2017-11-20 09:18","0","1",,,"https://item.jd.com/16580907535.html#comment","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 09:58:48.7117076"
